Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
TPP Bobov Dol;Energy;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/tpp-bobov-dol-did-not-respond;https://www.business-humanrights.org/en/tpp-bobov-dol
TPP Maritsa 3 ;Energy;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/tpp-maritsa-3-did-not-respond;https://www.business-humanrights.org/en/tpp-maritsa-3
Tractebel (part of GDF Suez);;;Egypt;20;Mar;2017;Social and environmental impacts of mega coal power projects in Egypt;Impact assessment;Yes;https://www.business-humanrights.org/en/tractebel-responds-to-reports-of-involvement-in-mega-coal-power-project-in-egypt;https://www.business-humanrights.org/en/tractebel-part-of-gdf-suez
Trafigura Beheer;Oil, gas & coal;Netherlands;Nigeria;17;Jan;2014;Berne Declaration report re oil trading & Nigeria - company responses & non-responses;Import regulations | Corruption;Yes;https://www.business-humanrights.org/en/response-by-trafigura-beheer-berne-declaration-report-highlighting-allegations-of-theft-and-waste-of-billions-of-dollars-in-oil-revenues-in-nigeria-misappropriation-of-import;https://www.business-humanrights.org/en/trafigura-beheer
Trafigura Beheer;Oil, gas & coal;Netherlands;;14;Aug;2013;SOMO report examines records of 8 extractive companies on human rights & tax avoidance.;;Yes;https://www.business-humanrights.org/en/response-by-trafigura-beheer-somo-report-examines-records-of-8-extractive-companies-on-human-rights-tax-avoidance;https://www.business-humanrights.org/en/trafigura-beheer
Transcanada;Oil, gas & coal;Canada;Mexico;27;Jun;2018;México: Indígenas presentan queja ante Relatora Especial en la que alegan violencia y corrupción en proyecto de TransCanada;Intimidation & threats | Environment: General | Indigenous peoples | Corruption | Free, prior & informed consent | Land rights;No;https://www.business-humanrights.org/es/transcanada-no-respondió;https://www.business-humanrights.org/en/transcanada
Transcanada;Oil, gas & coal;Canada;Mexico;27;Jun;2018;Mexico: Indigenous people file complaint with Special Rapporteur alleging TransCanada pipeline project violated their rights ;Intimidation & threats | Indigenous peoples | Corruption | Free, prior & informed consent;No;https://www.business-humanrights.org/en/transcanada-did-not-respond-1;https://www.business-humanrights.org/en/transcanada
Transcanada;Oil, gas & coal;Canada;Mexico;22;Jan;2018;Mexico: Leader of Veracruz fishermen opposing Tuxpan-Texas gas pipeline kidnapped;Abduction;No;https://www.business-humanrights.org/en/transcanada-did-not-respond-0;https://www.business-humanrights.org/en/transcanada
Transcanada;Oil, gas & coal;Canada;Mexico;16;Jan;2018;México: raptan líder de pescadores veracruzanos que se oponen al gasoducto Tuxpan-Texas ;Beatings & violence;No;https://www.business-humanrights.org/en/transcanada-did-not-respond;https://www.business-humanrights.org/en/transcanada
Transfield Services (now Broadspectrum);Security companies;Australia;Australia;12;Oct;2015;No Business in Abuse: Campaign highlights corporate complicity in abuses within Australia's immigration system;Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/transfield-services-response;https://www.business-humanrights.org/en/transfield-services-now-broadspectrum
Transocean;Oil, gas & coal;Switzerland;Myanmar;26;Jan;2011;EarthRights report on Norwegian Govt. investments in companies active in Burma - Company responses;Complicity | Killings | Forced labour & modern slavery | Land rights;Yes;https://www.business-humanrights.org/en/response-by-transocean-earthrights-says-norwegian-govt-complicit-in-abuses-through-investment-in-oil-companies-operating-in-burma-including-transocean;https://www.business-humanrights.org/en/transocean
Tribhovandas Bhimji Zaveri (TBZ);Jewellery;India;Central African Republic | Ghana | Tanzania | Philippines;21;Feb;2018;"Report by Human Rights Watch alleges labour rights abuses & child labour in gold & diamond supply chains of global jewellery brands; incl. co responses";Labour: General;No;https://www.business-humanrights.org/en/tbz-did-not-respond;https://www.business-humanrights.org/en/tribhovandas-bhimji-zaveri-tbz
Trimex;Mining | Sand;India;India;06;Sep;2011;Fishing & farming community near Trimex’s proposed sand-mining project concerned over impact on environment & their livelihoods.;Poverty/Development/Economic & social rights: General | Environment: General | Impact assessment;No;https://www.business-humanrights.org/en/trimex-did-not-respond-to-fishing-farming-community-near trimex’s proposed-sand-mining-project-concerned-over-impact-on-environment-their-livelihoods;https://www.business-humanrights.org/en/trimex
Triple Canopy;Security companies;USA;;30;Jan;2008;Human Rights First, “Private Security Contractors at War: Ending the Culture of Impunity”: company responses & non-responses, Jan 2008;;Yes;https://www.business-humanrights.org/en/response-by-triple-canopy-private-security-contractors-at-war-ending-the-culture-of-impunity-report-by-human-rights-first;https://www.business-humanrights.org/en/triple-canopy
Tripoliven;Chemical: General | Fertiliser;Venezuela;Morocco / Western Sahara;09;Sep;2014;Report provides overview of companies purchasing phosphate from disputed Western Sahara territory, allegedly without benefits to locals;"Trade | Free, prior & informed consent | Supply chain/""Fair trade""";No;https://www.business-humanrights.org/en/tripoliven-did-not-respond;https://www.business-humanrights.org/en/tripoliven
Triumph International;Clothing & textile;Germany;Ukraine;19;Dec;2017;"Ukraine, Serbia & Hungary: Report by Clean Clothes Campaign details poverty wages & poor working conditions in garment factories producing for global brands; incl. co responses";Labour: General;No;https://www.business-humanrights.org/en/triumph-did-not-respond;https://www.business-humanrights.org/en/triumph-international
Triumph International;Clothing & textile;Germany;Philippines | Thailand;17;Aug;2009;"Philippines, Thailand: Clean Clothes Campaign says Triumph is attempting to ""get rid of"" unions through factory dismissals";Labour: General | Protests;Yes;https://www.business-humanrights.org/en/statement-by-triumph-international;https://www.business-humanrights.org/en/triumph-international
Trovicor;Technology, telecom & electronics;Germany;Ethiopia | Germany;26;Mar;2015;Äthiopien: Vorwürfe der Internet-Überwachung von Journalisten, Aktivisten und Bürgern - Dt. Unternehmen Trovicor soll Abhörtechnick geliefert haben;Denial of freedom of expression | Privacy;Yes;https://www.business-humanrights.org/de/antwort-von-trovicor;https://www.business-humanrights.org/en/trovicor
Trovicor;Technology, telecom & electronics;Germany;Ethiopia | Germany;26;Mar;2015;Ethiopia: German software companies accused of facilitating mass surveillance of journalists, activists & citizens;Denial of freedom of expression | Privacy;Yes;https://www.business-humanrights.org/en/trovicor-response;https://www.business-humanrights.org/en/trovicor
Trovicor;Technology, telecom & electronics;Germany;Bahrain;02;Oct;2013;German companies’ surveillance technology allegedly used in connection with human rights abuses by authoritarian govts.;Privacy;Yes;https://www.business-humanrights.org/en/response-by-trovicor-german-companies’-surveillance-technology-allegedly-used-in-connection-with-human-rights-abuses-by-authoritarian-govts;https://www.business-humanrights.org/en/trovicor
Trovicor;Technology, telecom & electronics;Germany;Middle East & No. Africa: General;07;Dec;2011;Human Rights First & OWNI Digital articles on surveillance technology & oppressive regimes;;Yes;https://www.business-humanrights.org/en/response-by-trovicor-human-rights-first-says-companies-providing-surveillance-technology-to-oppressive-regimes-in-the-middle-east-contribute-to-human-rights-abuses;https://www.business-humanrights.org/en/trovicor
Trump Organization;Golf courses | Hotel;USA;United Arab Emirates;25;Sep;2017;UAE: Mixed response from companies implicated in alleged migrant labour abuse at Trump International Golf Club;Migrant & immigrant workers | Labour: General;No;https://www.business-humanrights.org/en/trump-organization-did-not-respond;https://www.business-humanrights.org/en/trump-organization
Trust Hospitality;Hotel | Tourism;USA;Honduras;02;Jun;2015;Honduras: Garifuna people face charges for defending land where Indura Beach & Golf Resort tourism complex is located –Trust Hospitality responds‏;Displacement | Intimidation & threats | Racial & ethnic groups | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/en/trust-hospitality-response;https://www.business-humanrights.org/en/trust-hospitality
Trust Hospitality;Hotel | Tourism;USA;Honduras;01;Jun;2015;Honduras: Justicia investiga a garífunas defensores de sus territorios que protestaban por complejo turístico de Indura Beach & Golf Resort‏ - Trust Hospitality Responde;Racial & ethnic groups | Land rights;Yes;https://www.business-humanrights.org/es/respuesta-de-trust-hospitality-sobre-el-complejo-turístico-indura-beach-golf-resort;https://www.business-humanrights.org/en/trust-hospitality
Trustbank ;Finance & banking;Uzbekistan;Uzbekistan;18;Dec;2013;Uzbekistan: New NGO report says firms continue purchasing forced-labour produced cotton & local firms send staff to pick cotton;Labour: General | Child labour | Forced labour & modern slavery;No;https://www.business-humanrights.org/en/trustbank-uzbekistan-did-not-respond-to-cotton-campaign-review-of-2013-cotton-harvest-says-forced-child-labour-continues-despite-presence-of-intl-labour-organization-observers;https://www.business-humanrights.org/en/trustbank
TUI Travel;Tourism;Germany;Sri Lanka;16;Mar;2015;"Sri Lanka: ""Dark Clouds over the Sunshine Paradise"" report highlights land-grabbing for tourist resorts";Denial of freedom of movement | Intimidation & threats | Poverty/Development/Economic & social rights: General | Access to water | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/en/tui-response;https://www.business-humanrights.org/en/tui-travel
TUI Travel;Tourism;Germany;Myanmar;21;Jan;2009;Burma 'Dirty List' & company responses;Complicity;Yes;https://www.business-humanrights.org/en/response-by-tui-travel-burma-campaign-uk-adds-30-firms-to-dirty-list-including-tui;https://www.business-humanrights.org/en/tui-travel
Tullow Oil;Oil, gas & coal;United Kingdom;Kenya;20;Nov;2017;"Kenya: Oxfam's report urges Tullow Oil to adhere to principles of free, prior & informed consent in its operations in historically marginalised Turkana region; company responds";Free, prior & informed consent;Yes;https://www.business-humanrights.org/en/tullow-oil-response-0;https://www.business-humanrights.org/en/tullow-oil
Tullow Oil;Oil, gas & coal;United Kingdom;Kenya;08;May;2017;Kenya: Journalist says environment conservation initiative depriving pastoralists of their livelihood to pave way for commercial conservancies;Complicity | Poverty/Development/Economic & social rights: General | Land rights;No;https://www.business-humanrights.org/en/tullow-oil-did-not-respond;https://www.business-humanrights.org/en/tullow-oil
Tullow Oil;Oil, gas & coal;United Kingdom;Africa: General | Kenya | Tanzania | Americas: General | Colombia | Peru | Asia & Pacific: General | Cambodia | India | Malaysia;19;May;2015;Book documents indigenous peoples' experience with access to remedy for corporate abuses;Denial of freedom of expression | Displacement | Racial/ethnic/caste/origin discrimination | Environment: General | Indigenous peoples | Health as a human right | Labour: General | Access to water | Complaints mechanism | Housing | Right to food | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/en/tullow-oil-response;https://www.business-humanrights.org/en/tullow-oil
